QUERY_ALIAS,QUERY
query-53-TPCDS-53-optimised,"with v1 as( select i_category, i_brand,     cc_name,     d_year, d_moy,     sum(cs_sales_price) sum_sales,     avg(sum(cs_sales_price)) over      (partition by i_category, i_brand,           cc_name, d_year)      avg_monthly_sales,     rank() over      (partition by i_category, i_brand,           cc_name      order by d_year, d_moy) rn from catalog_sales, item, date_dim, call_center where cs_item_sk = i_item_sk and    cs_sold_date_sk = d_date_sk and    cc_call_center_sk= cs_call_center_sk and    (     d_year = 2000 or     ( d_year = 2000-1 and d_moy =12) or     ( d_year = 2000+1 and d_moy =1)    ) group by i_category, i_brand,      cc_name , d_year, d_moy), v2 as( select v1.cc_name     ,v1.d_year, v1.d_moy     ,v1.avg_monthly_sales     ,v1.sum_sales, v1_lag.sum_sales psum, v1_lead.sum_sales nsum from v1, v1 v1_lag, v1 v1_lead where v1.i_category = v1_lag.i_category and    v1.i_category = v1_lead.i_category and    v1.i_brand = v1_lag.i_brand and    v1.i_brand = v1_lead.i_brand and    v1. cc_name = v1_lag. cc_name and    v1. cc_name = v1_lead. cc_name and    v1.rn = v1_lag.rn + 1 and    v1.rn = v1_lead.rn - 1)  select * from v2 where d_year = 2000 and     avg_monthly_sales > 0 and     case when avg_monthly_sales > 0 then abs(sum_sales - avg_monthly_sales) / avg_monthly_sales else null end > 0.1 order by sum_sales - avg_monthly_sales, nsum limit 100"
query-54-TPCDS-54-optimised,"with ss_items as (select i_item_id item_id     ,sum(ss_ext_sales_price) ss_item_rev  from store_sales   ,item   ,date_dim where ss_item_sk = i_item_sk  and d_date in (select d_date          from date_dim          where d_week_seq = (select d_week_seq                    from date_dim                    where d_date = '1998-02-19'))  and ss_sold_date_sk  = d_date_sk group by i_item_id), cs_items as (select i_item_id item_id     ,sum(cs_ext_sales_price) cs_item_rev  from catalog_sales    ,item    ,date_dim where cs_item_sk = i_item_sk  and d_date in (select d_date          from date_dim          where d_week_seq = (select d_week_seq                    from date_dim                    where d_date = '1998-02-19'))  and cs_sold_date_sk = d_date_sk group by i_item_id), ws_items as (select i_item_id item_id     ,sum(ws_ext_sales_price) ws_item_rev  from web_sales    ,item    ,date_dim where ws_item_sk = i_item_sk  and d_date in (select d_date          from date_dim          where d_week_seq =(select d_week_seq                    from date_dim                   where d_date = '1998-02-19'))  and ws_sold_date_sk  = d_date_sk group by i_item_id)  select ss_items.item_id    ,ss_item_rev    ,ss_item_rev/((ss_item_rev+cs_item_rev+ws_item_rev)/3) * 100 ss_dev    ,cs_item_rev    ,cs_item_rev/((ss_item_rev+cs_item_rev+ws_item_rev)/3) * 100 cs_dev    ,ws_item_rev    ,ws_item_rev/((ss_item_rev+cs_item_rev+ws_item_rev)/3) * 100 ws_dev    ,(ss_item_rev+cs_item_rev+ws_item_rev)/3 average from ss_items,cs_items,ws_items where ss_items.item_id=cs_items.item_id  and ss_items.item_id=ws_items.item_id   and ss_item_rev between 0.9 * cs_item_rev and 1.1 * cs_item_rev  and ss_item_rev between 0.9 * ws_item_rev and 1.1 * ws_item_rev  and cs_item_rev between 0.9 * ss_item_rev and 1.1 * ss_item_rev  and cs_item_rev between 0.9 * ws_item_rev and 1.1 * ws_item_rev  and ws_item_rev between 0.9 * ss_item_rev and 1.1 * ss_item_rev  and ws_item_rev between 0.9 * cs_item_rev and 1.1 * cs_item_rev order by item_id     ,ss_item_rev limit 100"
query-55-TPCDS-55-optimised,"with wss as  (select d_week_seq,     ss_store_sk,     sum(case when (d_day_name='Sunday') then ss_sales_price else null end) sun_sales,     sum(case when (d_day_name='Monday') then ss_sales_price else null end) mon_sales,     sum(case when (d_day_name='Tuesday') then ss_sales_price else null end) tue_sales,     sum(case when (d_day_name='Wednesday') then ss_sales_price else null end) wed_sales,     sum(case when (d_day_name='Thursday') then ss_sales_price else null end) thu_sales,     sum(case when (d_day_name='Friday') then ss_sales_price else null end) fri_sales,     sum(case when (d_day_name='Saturday') then ss_sales_price else null end) sat_sales from store_sales,date_dim where d_date_sk = ss_sold_date_sk group by d_week_seq,ss_store_sk )  select s_store_name1,s_store_id1,d_week_seq1    ,sun_sales1/sun_sales2,mon_sales1/mon_sales2    ,tue_sales1/tue_sales2,wed_sales1/wed_sales2,thu_sales1/thu_sales2    ,fri_sales1/fri_sales2,sat_sales1/sat_sales2 from (select s_store_name s_store_name1,wss.d_week_seq d_week_seq1     ,s_store_id s_store_id1,sun_sales sun_sales1     ,mon_sales mon_sales1,tue_sales tue_sales1     ,wed_sales wed_sales1,thu_sales thu_sales1     ,fri_sales fri_sales1,sat_sales sat_sales1  from wss,store,date_dim d  where d.d_week_seq = wss.d_week_seq and     ss_store_sk = s_store_sk and     d_month_seq between 1185 and 1185 + 11) y, (select s_store_name s_store_name2,wss.d_week_seq d_week_seq2     ,s_store_id s_store_id2,sun_sales sun_sales2     ,mon_sales mon_sales2,tue_sales tue_sales2     ,wed_sales wed_sales2,thu_sales thu_sales2     ,fri_sales fri_sales2,sat_sales sat_sales2  from wss,store,date_dim d  where d.d_week_seq = wss.d_week_seq and     ss_store_sk = s_store_sk and     d_month_seq between 1185+ 12 and 1185 + 23) x where s_store_id1=s_store_id2  and d_week_seq1=d_week_seq2-52 order by s_store_name1,s_store_id1,d_week_seq1 limit 100"
query-57-TPCDS-57-optimised,"with ss as ( select      i_item_id,sum(ss_ext_sales_price) total_sales from     store_sales,     date_dim,     customer_address,     item where     i_item_id in (select  i_item_id from item where i_category in ('Children')) and   ss_item_sk       = i_item_sk and   ss_sold_date_sk     = d_date_sk and   d_year         = 1999 and   d_moy          = 9 and   ss_addr_sk       = ca_address_sk and   ca_gmt_offset      = -6  group by i_item_id), cs as ( select      i_item_id,sum(cs_ext_sales_price) total_sales from     catalog_sales,     date_dim,     customer_address,     item where     i_item_id        in (select  i_item_id from item where i_category in ('Children')) and   cs_item_sk       = i_item_sk and   cs_sold_date_sk     = d_date_sk and   d_year         = 1999 and   d_moy          = 9 and   cs_bill_addr_sk     = ca_address_sk and   ca_gmt_offset      = -6  group by i_item_id), ws as ( select      i_item_id,sum(ws_ext_sales_price) total_sales from     web_sales,     date_dim,     customer_address,     item where     i_item_id        in (select  i_item_id from item where i_category in ('Children')) and   ws_item_sk       = i_item_sk and   ws_sold_date_sk     = d_date_sk and   d_year         = 1999 and   d_moy          = 9 and   ws_bill_addr_sk     = ca_address_sk and   ca_gmt_offset      = -6 group by i_item_id)  select   i_item_id ,sum(total_sales) total_sales from (select * from ss     union all     select * from cs     union all     select * from ws) tmp1 group by i_item_id order by i_item_id    ,total_sales limit 100"
query-58-TPCDS-58-optimised,"select promotions,total,cast(promotions as decimal(15,4))/cast(total as decimal(15,4))*100 from  (select sum(ss_ext_sales_price) promotions  from store_sales     ,store     ,promotion     ,date_dim     ,customer     ,customer_address     ,item  where ss_sold_date_sk = d_date_sk  and  ss_store_sk = s_store_sk  and  ss_promo_sk = p_promo_sk  and  ss_customer_sk= c_customer_sk  and  ca_address_sk = c_current_addr_sk  and  ss_item_sk = i_item_sk   and  ca_gmt_offset = -7  and  i_category = 'Books'  and  (p_channel_dmail = 'Y' or p_channel_email = 'Y' or p_channel_tv = 'Y')  and  s_gmt_offset = -7  and  d_year = 1999  and  d_moy = 11) promotional_sales,  (select sum(ss_ext_sales_price) total  from store_sales     ,store     ,date_dim     ,customer     ,customer_address     ,item  where ss_sold_date_sk = d_date_sk  and  ss_store_sk = s_store_sk  and  ss_customer_sk= c_customer_sk  and  ca_address_sk = c_current_addr_sk  and  ss_item_sk = i_item_sk  and  ca_gmt_offset = -7  and  i_category = 'Books'  and  s_gmt_offset = -7  and  d_year = 1999  and  d_moy = 11) all_sales order by promotions, total limit 100"
query-59-TPCDS-59-optimised,"select  substr(w_warehouse_name,1,20)  ,sm_type  ,web_name  ,sum(case when (ws_ship_date_sk - ws_sold_date_sk <= 30 ) then 1 else 0 end) as ""30 days""  ,sum(case when (ws_ship_date_sk - ws_sold_date_sk > 30) and         (ws_ship_date_sk - ws_sold_date_sk <= 60) then 1 else 0 end ) as ""31-60 days""  ,sum(case when (ws_ship_date_sk - ws_sold_date_sk > 60) and         (ws_ship_date_sk - ws_sold_date_sk <= 90) then 1 else 0 end) as ""61-90 days""  ,sum(case when (ws_ship_date_sk - ws_sold_date_sk > 90) and         (ws_ship_date_sk - ws_sold_date_sk <= 120) then 1 else 0 end) as ""91-120 days""  ,sum(case when (ws_ship_date_sk - ws_sold_date_sk > 120) then 1 else 0 end) as "">120 days"" from  web_sales  ,warehouse  ,ship_mode  ,web_site  ,date_dim where   d_month_seq between 1212 and 1212 + 11 and ws_ship_date_sk  = d_date_sk and ws_warehouse_sk  = w_warehouse_sk and ws_ship_mode_sk  = sm_ship_mode_sk and ws_web_site_sk  = web_site_sk group by  substr(w_warehouse_name,1,20)  ,sm_type  ,web_name order by substr(w_warehouse_name,1,20)     ,sm_type    ,web_name limit 100"
query-60-TPCDS-60-optimised,"select * from (select i_manager_id       ,sum(ss_sales_price) sum_sales       ,avg(sum(ss_sales_price)) over (partition by i_manager_id) avg_monthly_sales    from store_sales      ,item      ,date_dim      ,store    where ss_item_sk = i_item_sk     and ss_sold_date_sk = d_date_sk     and ss_store_sk = s_store_sk     and d_month_seq in (1212,1212+1,1212+2,1212+3,1212+4,1212+5,1212+6,1212+7,1212+8,1212+9,1212+10,1212+11)     and ((  i_category in ('Books','Children','Electronics')        and i_class in ('personal','portable','reference','self-help')        and i_brand in ('scholaramalgamalg #14','scholaramalgamalg #7',                  'exportiunivamalg #9','scholaramalgamalg #9'))      or(  i_category in ('Women','Music','Men')        and i_class in ('accessories','classical','fragrances','pants')        and i_brand in ('amalgimporto #1','edu packscholar #1','exportiimporto #1',                 'importoamalg #1'))) group by i_manager_id, d_moy) tmp1 where case when avg_monthly_sales > 0 then abs (sum_sales - avg_monthly_sales) / avg_monthly_sales else null end > 0.1 order by i_manager_id     ,avg_monthly_sales     ,sum_sales limit 100"
query-65-TPCDS-65-optimised,"select c_last_name    ,c_first_name    ,ca_city    ,bought_city    ,ss_ticket_number    ,extended_price    ,extended_tax    ,list_price from (select ss_ticket_number       ,ss_customer_sk       ,ca_city bought_city       ,sum(ss_ext_sales_price) extended_price        ,sum(ss_ext_list_price) list_price       ,sum(ss_ext_tax) extended_tax     from store_sales      ,date_dim      ,store      ,household_demographics      ,customer_address     where store_sales.ss_sold_date_sk = date_dim.d_date_sk     and store_sales.ss_store_sk = store.s_store_sk      and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk     and store_sales.ss_addr_sk = customer_address.ca_address_sk     and date_dim.d_dom between 1 and 2     and (household_demographics.hd_dep_count = 2 or       household_demographics.hd_vehicle_count= 1)     and date_dim.d_year in (1998,1998+1,1998+2)     and store.s_city in ('Cedar Grove','Wildwood')    group by ss_ticket_number        ,ss_customer_sk        ,ss_addr_sk,ca_city) dn    ,customer    ,customer_address current_addr where ss_customer_sk = c_customer_sk  and customer.c_current_addr_sk = current_addr.ca_address_sk  and current_addr.ca_city <> bought_city order by c_last_name     ,ss_ticket_number limit 100"
query-67-TPCDS-67-optimised,"select i_item_id,     avg(ss_quantity) agg1,     avg(ss_list_price) agg2,     avg(ss_coupon_amt) agg3,     avg(ss_sales_price) agg4  from store_sales, customer_demographics, date_dim, item, promotion where ss_sold_date_sk = d_date_sk and    ss_item_sk = i_item_sk and    ss_cdemo_sk = cd_demo_sk and    ss_promo_sk = p_promo_sk and    cd_gender = 'F' and     cd_marital_status = 'W' and    cd_education_status = 'Primary' and    (p_channel_email = 'N' or p_channel_event = 'N') and    d_year = 1998  group by i_item_id order by i_item_id limit 100"
query-69-TPCDS-69-optimised,"select i_brand_id brand_id, i_brand brand,t_hour,t_minute,     sum(ext_price) ext_price from item, (select ws_ext_sales_price as ext_price,             ws_sold_date_sk as sold_date_sk,             ws_item_sk as sold_item_sk,             ws_sold_time_sk as time_sk          from web_sales,date_dim         where d_date_sk = ws_sold_date_sk          and d_moy=12          and d_year=2000         union all         select cs_ext_sales_price as ext_price,             cs_sold_date_sk as sold_date_sk,             cs_item_sk as sold_item_sk,             cs_sold_time_sk as time_sk         from catalog_sales,date_dim         where d_date_sk = cs_sold_date_sk          and d_moy=12          and d_year=2000         union all         select ss_ext_sales_price as ext_price,             ss_sold_date_sk as sold_date_sk,             ss_item_sk as sold_item_sk,             ss_sold_time_sk as time_sk         from store_sales,date_dim         where d_date_sk = ss_sold_date_sk          and d_moy=12          and d_year=2000         ) tmp,time_dim where  sold_item_sk = i_item_sk  and i_manager_id=1  and time_sk = t_time_sk  and (t_meal_time = 'breakfast' or t_meal_time = 'dinner') group by i_brand, i_brand_id,t_hour,t_minute order by ext_price desc, i_brand_id "
query-71-TPCDS-71-optimised,"select c_last_name    ,c_first_name    ,c_salutation    ,c_preferred_cust_flag     ,ss_ticket_number    ,cnt from  (select ss_ticket_number      ,ss_customer_sk      ,count(*) cnt   from store_sales,date_dim,store,household_demographics   where store_sales.ss_sold_date_sk = date_dim.d_date_sk   and store_sales.ss_store_sk = store.s_store_sk    and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk   and date_dim.d_dom between 1 and 2   and (household_demographics.hd_buy_potential = '>10000' or     household_demographics.hd_buy_potential = 'Unknown')   and household_demographics.hd_vehicle_count > 0   and case when household_demographics.hd_vehicle_count > 0 then        household_demographics.hd_dep_count/ household_demographics.hd_vehicle_count else null end > 1   and date_dim.d_year in (2000,2000+1,2000+2)   and store.s_county in ('Mobile County','Maverick County','Huron County','Kittitas County')   group by ss_ticket_number,ss_customer_sk) dj,customer   where ss_customer_sk = c_customer_sk    and cnt between 1 and 5   order by cnt desc, c_last_name asc"
query-77-TPCDS-77-optimised,"select  c_last_name,c_first_name,substr(s_city,1,30),ss_ticket_number,amt,profit  from  (select ss_ticket_number      ,ss_customer_sk      ,store.s_city      ,sum(ss_coupon_amt) amt      ,sum(ss_net_profit) profit   from store_sales,date_dim,store,household_demographics   where store_sales.ss_sold_date_sk = date_dim.d_date_sk   and store_sales.ss_store_sk = store.s_store_sk   and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk   and (household_demographics.hd_dep_count = 8 or household_demographics.hd_vehicle_count > 0)   and date_dim.d_dow = 1   and date_dim.d_year in (1998,1998+1,1998+2)   and store.s_number_employees between 200 and 295   group by ss_ticket_number,ss_customer_sk,ss_addr_sk,store.s_city) ms,customer   where ss_customer_sk = c_customer_sk order by c_last_name,c_first_name,substr(s_city,1,30), profit limit 100"
query-78-TPCDS-78-optimised,"select s_store_name    ,sum(ss_net_profit) from store_sales   ,date_dim   ,store,   (select ca_zip   from (    SELECT substr(ca_zip,1,5) ca_zip    FROM customer_address    WHERE substr(ca_zip,1,5) IN (              '89436','30868','65085','22977','83927','77557',              '58429','40697','80614','10502','32779',              '91137','61265','98294','17921','18427',              '21203','59362','87291','84093','21505',              '17184','10866','67898','25797','28055',              '18377','80332','74535','21757','29742',              '90885','29898','17819','40811','25990',              '47513','89531','91068','10391','18846',              '99223','82637','41368','83658','86199',              '81625','26696','89338','88425','32200',              '81427','19053','77471','36610','99823',              '43276','41249','48584','83550','82276',              '18842','78890','14090','38123','40936',              '34425','19850','43286','80072','79188',              '54191','11395','50497','84861','90733',              '21068','57666','37119','25004','57835',              '70067','62878','95806','19303','18840',              '19124','29785','16737','16022','49613',              '89977','68310','60069','98360','48649',              '39050','41793','25002','27413','39736',              '47208','16515','94808','57648','15009',              '80015','42961','63982','21744','71853',              '81087','67468','34175','64008','20261',              '11201','51799','48043','45645','61163',              '48375','36447','57042','21218','41100',              '89951','22745','35851','83326','61125',              '78298','80752','49858','52940','96976',              '63792','11376','53582','18717','90226',              '50530','94203','99447','27670','96577',              '57856','56372','16165','23427','54561',              '28806','44439','22926','30123','61451',              '92397','56979','92309','70873','13355',              '21801','46346','37562','56458','28286',              '47306','99555','69399','26234','47546',              '49661','88601','35943','39936','25632',              '24611','44166','56648','30379','59785',              '11110','14329','93815','52226','71381',              '13842','25612','63294','14664','21077',              '82626','18799','60915','81020','56447',              '76619','11433','13414','42548','92713',              '70467','30884','47484','16072','38936',              '13036','88376','45539','35901','19506',              '65690','73957','71850','49231','14276',              '20005','18384','76615','11635','38177',              '55607','41369','95447','58581','58149',              '91946','33790','76232','75692','95464',              '22246','51061','56692','53121','77209',              '15482','10688','14868','45907','73520',              '72666','25734','17959','24677','66446',              '94627','53535','15560','41967','69297',              '11929','59403','33283','52232','57350',              '43933','40921','36635','10827','71286',              '19736','80619','25251','95042','15526',              '36496','55854','49124','81980','35375',              '49157','63512','28944','14946','36503',              '54010','18767','23969','43905','66979',              '33113','21286','58471','59080','13395',              '79144','70373','67031','38360','26705',              '50906','52406','26066','73146','15884',              '31897','30045','61068','45550','92454',              '13376','14354','19770','22928','97790',              '50723','46081','30202','14410','20223',              '88500','67298','13261','14172','81410',              '93578','83583','46047','94167','82564',              '21156','15799','86709','37931','74703',              '83103','23054','70470','72008','49247',              '91911','69998','20961','70070','63197',              '54853','88191','91830','49521','19454',              '81450','89091','62378','25683','61869',              '51744','36580','85778','36871','48121',              '28810','83712','45486','67393','26935',              '42393','20132','55349','86057','21309',              '80218','10094','11357','48819','39734',              '40758','30432','21204','29467','30214',              '61024','55307','74621','11622','68908',              '33032','52868','99194','99900','84936',              '69036','99149','45013','32895','59004',              '32322','14933','32936','33562','72550',              '27385','58049','58200','16808','21360',              '32961','18586','79307','15492')   intersect    select ca_zip    from (SELECT substr(ca_zip,1,5) ca_zip,count(*) cnt       FROM customer_address, customer       WHERE ca_address_sk = c_current_addr_sk and          c_preferred_cust_flag='Y'       group by ca_zip       having count(*) > 10)A1)A2) V1 where ss_store_sk = s_store_sk  and ss_sold_date_sk = d_date_sk  and d_qoy = 1 and d_year = 2002  and (substr(s_zip,1,2) = substr(V1.ca_zip,1,2)) group by s_store_name order by s_store_name limit 100"
query-81-TPCDS-81-optimised,"select i_item_id    ,i_item_desc    ,i_current_price from inventory, item, date_dim, store_sales where i_current_price between 30 and 30+30 and inv_item_sk = i_item_sk and d_date_sk=inv_date_sk and d_date between cast('2002-05-30' as date) and (cast('2002-05-30' as date) + interval 60 days) and i_manufact_id in (437,129,727,663) and inv_quantity_on_hand between 100 and 500 and ss_item_sk = i_item_sk group by i_item_id,i_item_desc,i_current_price order by i_item_id limit 100"
query-82-TPCDS-82-optimised,"with sr_items as (select i_item_id item_id,     sum(sr_return_quantity) sr_item_qty from store_returns,    item,    date_dim where sr_item_sk = i_item_sk and  d_date  in     (select d_date     from date_dim     where d_week_seq in         (select d_week_seq         from date_dim      where d_date in ('1998-01-02','1998-10-15','1998-11-10'))) and  sr_returned_date_sk  = d_date_sk group by i_item_id), cr_items as (select i_item_id item_id,     sum(cr_return_quantity) cr_item_qty from catalog_returns,    item,    date_dim where cr_item_sk = i_item_sk and  d_date  in     (select d_date     from date_dim     where d_week_seq in         (select d_week_seq         from date_dim      where d_date in ('1998-01-02','1998-10-15','1998-11-10'))) and  cr_returned_date_sk  = d_date_sk group by i_item_id), wr_items as (select i_item_id item_id,     sum(wr_return_quantity) wr_item_qty from web_returns,    item,    date_dim where wr_item_sk = i_item_sk and  d_date  in     (select d_date     from date_dim     where d_week_seq in         (select d_week_seq         from date_dim         where d_date in ('1998-01-02','1998-10-15','1998-11-10'))) and  wr_returned_date_sk  = d_date_sk group by i_item_id)  select sr_items.item_id    ,sr_item_qty    ,sr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 sr_dev    ,cr_item_qty    ,cr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 cr_dev    ,wr_item_qty    ,wr_item_qty/(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 * 100 wr_dev    ,(sr_item_qty+cr_item_qty+wr_item_qty)/3.0 average from sr_items   ,cr_items   ,wr_items where sr_items.item_id=cr_items.item_id  and sr_items.item_id=wr_items.item_id order by sr_items.item_id     ,sr_item_qty limit 100"
query-83-TPCDS-83-optimised,"select c_customer_id as customer_id    , coalesce(c_last_name,'') || ', ' || coalesce(c_first_name,'') as customername from customer   ,customer_address   ,customer_demographics   ,household_demographics   ,income_band   ,store_returns where ca_city        = 'Hopewell'  and c_current_addr_sk = ca_address_sk  and ib_lower_bound  >= 32287  and ib_upper_bound  <= 32287 + 50000  and ib_income_band_sk = hd_income_band_sk  and cd_demo_sk = c_current_cdemo_sk  and hd_demo_sk = c_current_hdemo_sk  and sr_cdemo_sk = cd_demo_sk order by c_customer_id limit 100"
query-84-TPCDS-84-optimised,"select substr(r_reason_desc,1,20)    ,avg(ws_quantity)    ,avg(wr_refunded_cash)    ,avg(wr_fee) from web_sales, web_returns, web_page, customer_demographics cd1,    customer_demographics cd2, customer_address, date_dim, reason where ws_web_page_sk = wp_web_page_sk  and ws_item_sk = wr_item_sk  and ws_order_number = wr_order_number  and ws_sold_date_sk = d_date_sk and d_year = 1998  and cd1.cd_demo_sk = wr_refunded_cdemo_sk  and cd2.cd_demo_sk = wr_returning_cdemo_sk  and ca_address_sk = wr_refunded_addr_sk  and r_reason_sk = wr_reason_sk  and  (   (   cd1.cd_marital_status = 'M'   and   cd1.cd_marital_status = cd2.cd_marital_status   and   cd1.cd_education_status = '4 yr Degree'   and   cd1.cd_education_status = cd2.cd_education_status   and   ws_sales_price between 100.00 and 150.00   )  or   (   cd1.cd_marital_status = 'D'   and   cd1.cd_marital_status = cd2.cd_marital_status   and   cd1.cd_education_status = 'Primary'   and   cd1.cd_education_status = cd2.cd_education_status   and   ws_sales_price between 50.00 and 100.00   )  or   (   cd1.cd_marital_status = 'U'   and   cd1.cd_marital_status = cd2.cd_marital_status   and   cd1.cd_education_status = 'Advanced Degree'   and   cd1.cd_education_status = cd2.cd_education_status   and   ws_sales_price between 150.00 and 200.00   )  )  and  (   (   ca_country = 'United States'   and   ca_state in ('KY', 'GA', 'NM')   and ws_net_profit between 100 and 200   )   or   (   ca_country = 'United States'   and   ca_state in ('MT', 'OR', 'IN')   and ws_net_profit between 150 and 300   )   or   (   ca_country = 'United States'   and   ca_state in ('WI', 'MO', 'WV')   and ws_net_profit between 50 and 250   )  ) group by r_reason_desc order by substr(r_reason_desc,1,20)     ,avg(ws_quantity)     ,avg(wr_refunded_cash)     ,avg(wr_fee) limit 100"
query-87-TPCDS-87-optimised,"select * from (select count(*) h8_30_to_9 from store_sales, household_demographics , time_dim, store where ss_sold_time_sk = time_dim.t_time_sk   and ss_hdemo_sk = household_demographics.hd_demo_sk   and ss_store_sk = s_store_sk   and time_dim.t_hour = 8   and time_dim.t_minute >= 30   and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or      (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or      (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2))   and store.s_store_name = 'ese') s1, (select count(*) h9_to_9_30 from store_sales, household_demographics , time_dim, store where ss_sold_time_sk = time_dim.t_time_sk   and ss_hdemo_sk = household_demographics.hd_demo_sk   and ss_store_sk = s_store_sk   and time_dim.t_hour = 9   and time_dim.t_minute < 30   and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or      (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or      (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2))   and store.s_store_name = 'ese') s2, (select count(*) h9_30_to_10 from store_sales, household_demographics , time_dim, store where ss_sold_time_sk = time_dim.t_time_sk   and ss_hdemo_sk = household_demographics.hd_demo_sk   and ss_store_sk = s_store_sk   and time_dim.t_hour = 9   and time_dim.t_minute >= 30   and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or      (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or      (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2))   and store.s_store_name = 'ese') s3, (select count(*) h10_to_10_30 from store_sales, household_demographics , time_dim, store where ss_sold_time_sk = time_dim.t_time_sk   and ss_hdemo_sk = household_demographics.hd_demo_sk   and ss_store_sk = s_store_sk   and time_dim.t_hour = 10   and time_dim.t_minute < 30   and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or      (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or      (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2))   and store.s_store_name = 'ese') s4, (select count(*) h10_30_to_11 from store_sales, household_demographics , time_dim, store where ss_sold_time_sk = time_dim.t_time_sk   and ss_hdemo_sk = household_demographics.hd_demo_sk   and ss_store_sk = s_store_sk   and time_dim.t_hour = 10   and time_dim.t_minute >= 30   and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or      (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or      (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2))   and store.s_store_name = 'ese') s5, (select count(*) h11_to_11_30 from store_sales, household_demographics , time_dim, store where ss_sold_time_sk = time_dim.t_time_sk   and ss_hdemo_sk = household_demographics.hd_demo_sk   and ss_store_sk = s_store_sk   and time_dim.t_hour = 11   and time_dim.t_minute < 30   and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or      (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or      (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2))   and store.s_store_name = 'ese') s6, (select count(*) h11_30_to_12 from store_sales, household_demographics , time_dim, store where ss_sold_time_sk = time_dim.t_time_sk   and ss_hdemo_sk = household_demographics.hd_demo_sk   and ss_store_sk = s_store_sk   and time_dim.t_hour = 11   and time_dim.t_minute >= 30   and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or      (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or      (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2))   and store.s_store_name = 'ese') s7, (select count(*) h12_to_12_30 from store_sales, household_demographics , time_dim, store where ss_sold_time_sk = time_dim.t_time_sk   and ss_hdemo_sk = household_demographics.hd_demo_sk   and ss_store_sk = s_store_sk   and time_dim.t_hour = 12   and time_dim.t_minute < 30   and ((household_demographics.hd_dep_count = 3 and household_demographics.hd_vehicle_count<=3+2) or      (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or      (household_demographics.hd_dep_count = 1 and household_demographics.hd_vehicle_count<=1+2))   and store.s_store_name = 'ese') s8 "
query-88-TPCDS-88-optimised,"select * from( select i_category, i_class, i_brand,    s_store_name, s_company_name,    d_moy,    sum(ss_sales_price) sum_sales,    avg(sum(ss_sales_price)) over     (partition by i_category, i_brand, s_store_name, s_company_name)     avg_monthly_sales from store_sales, item, date_dim, store where ss_item_sk = i_item_sk and    ss_sold_date_sk = d_date_sk and    ss_store_sk = s_store_sk and    d_year in (2000) and     ((i_category in ('Home','Books','Electronics') and      i_class in ('wallpaper','parenting','musical')     )    or (i_category in ('Shoes','Jewelry','Men') and      i_class in ('womens','birdal','pants')     )) group by i_category, i_class, i_brand,     s_store_name, s_company_name, d_moy) tmp1 where case when (avg_monthly_sales <> 0) then (abs(sum_sales - avg_monthly_sales) / avg_monthly_sales) else null end > 0.1 order by sum_sales - avg_monthly_sales, s_store_name limit 100"
